"[""请翻译字体名，字体尺寸，字体式样和翻译文字。如果这些域为空，他们将不能翻译。""]",,,,,,,,
[分类,对象名,字体名,字体尺寸,字体式样,原文字,翻译文字,原文字,翻译文字]
Description,OEM_1024_768_ProductStatus.grpHeaderBar.PanelBtnHome,,,,Home,主页,,
Description,OEM_1024_768_ProductStatus.grpHeaderBar.PanelBtnMachineSetup,,,,Machine Setup,机器设置,,
Description,OEM_1024_768_ProductStatus.grpHeaderBar.PanelBtnStateModel,,,,State Model,状态模型,,
Description,OEM_1024_768_ProductStatus.grpHeaderBar.PanelBtnFault,,,,Fault Status,故障状态,,
Description,OEM_1024_768_ProductStatus.grpHeaderBar.PanelBtnProductSetup,,,,Product Setup,产品设置,,
Caption,OEM_1024_768_ProductStatus.grpHeaderBar.grpTitle.txtShadingTitle,Arial,28,1,Production Status,生产状态,,
Caption,OEM_1024_768_ProductStatus.grpHeaderBar.grpTitle.txtFrontTitle,Arial,28,1,Production Status,生产状态,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpBars2.grpQualityDisplay3.txtQualityPercent3,Arial,12,1,100.00%,100.00%,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpBars2.grpQualityDisplay3.DataLink_DisplayQuality3,Arial,12,1,,,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpBars2.grpPerformanceDisplay3.txtPerformancePercent3,Arial,12,1,100.00%,100.00%,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpBars2.grpPerformanceDisplay3.DataLink_DisplayPerformance3,Arial,12,1,,,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpBars2.grpAvailabilityDisplay3.txtAvailabilityPercent3,Arial,12,1,100.00%,100.00%,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpBars2.grpAvailabilityDisplay3.DataLink_DisplayAvailability3,Arial,12,1,,,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpBars2.grpOEEDisplay3.txtOEEPercent3,Arial,15,1,100.00%,100.00%,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpBars2.grpOEEDisplay3.DataLink_DisplayOEE3,Arial,15,1,,,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextThirty2,Arial,10,0,30,30,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextForty2,Arial,10,0,40,40,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextFifty2,Arial,10,0,50,50,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextSixty2,Arial,10,0,60,60,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextSeventy2,Arial,10,0,70,70,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextEighty2,Arial,10,0,80,80,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextNinety2,Arial,10,0,90,90,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextOneHundred3,Arial,10,0,100,100,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextAvailability3,Arial,10,0,Availability,可用性,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextPerformance3,Arial,10,0,Performance,性能,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextQuality3,Arial,10,0,Quality,质量,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextOEE3,Arial,10,0,Overall Equip\nEffectiveness,总体设备效率,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextTen2,Arial,10,0,10,10,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextTwenty2,Arial,10,0,20,20,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.grpLabels3.TextSetpoint3,Arial,10,0,Setpoint,设置值,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.GrpSetpoint3.txtSetPointPercent3,Arial,12,1,100.00%,100.00%,,
Caption,OEM_1024_768_ProductStatus.OEEBarChart.GrpSetpoint3.txtSetPointValue3,Arial,12,1,,,,
Description,OEM_1024_768_ProductStatus.OEEBarChart,,,,OEEBarChart,OEE条形图,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault1Label2,Arial,10,0,Product Jam:,产品阻塞:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault2Label2,Arial,10,0,Motor Error:,电机故障:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault3Label2,Arial,10,0,Over Current:,过载电流:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault4Label2,Arial,10,0,Low Fill Weight:,低填充重量:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault5Label2,Arial,10,0,High Fill Weight:,高填充重量:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault6Label2,Arial,10,0,Low Seal Temp:,低密封温度:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault7Label2,Arial,10,0,High Seal Temp:,高密封温度:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault8Label2,Arial,10,0,Over Cycle Time:,超过循环时间:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault9Label2,Arial,10,0,Container Missing:,错失容器:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault10Label2,Arial,10,0,Fill product Empty:,填充产品空:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault11Label2,Arial,10,0,Printer Failure:,打印机故障:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault12Label2,Arial,10,0,Jaw Failure:,钳口故障:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault13Label2,Arial,10,0,Catcher Failure:,捕手失败:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpYAxisLabels2.Fault14Label2,Arial,10,0,Servo Failure:,伺服故障:,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpXAxisLabels2.TextTen3,Arial,10,0,10,10,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpXAxisLabels2.TextTwenty3,Arial,10,0,20,20,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpXAxisLabels2.TextThirty3,Arial,10,0,30,30,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpXAxisLabels2.TextForty3,Arial,10,0,40,40,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpXAxisLabels2.TextFifty3,Arial,10,0,50,50,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpXAxisLabels2.TextSixty3,Arial,10,0,60,60,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpXAxisLabels2.TextSeventy3,Arial,10,0,70,70,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpXAxisLabels2.TextEighty3,Arial,10,0,80,80,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpXAxisLabels2.TextNinety3,Arial,10,0,90,90,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpXAxisLabels2.TextOneHundred2,Arial,10,0,100,100,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar10Display2,Arial,11,1,,,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar11Display2,Arial,11,1,,,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar12Display2,Arial,11,1,,,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar13Display2,Arial,11,1,,,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar14Display2,Arial,11,1,,,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar1Display2,Arial,11,1,,,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar2Display2,Arial,11,1,,,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar3Display2,Arial,11,1,,,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar4Display2,Arial,11,1,,,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar5Display2,Arial,11,1,,,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar6Display2,Arial,11,1,,,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar7Display2,Arial,11,1,,,,
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar8Display2,Arial,11,1,,,,
